alto,ancho,autor,autora,autores,estado,fecha,lugar_produccion,materia,numero_catalogo,procedencia,serie,soporte,tecnica,titulo,url
"200,5","126,5","Borrassà, Lluís",0,0,0,1414 - 1421,Barcelona,0,P008392,"Retablo de Santa Marta, Santo Domingo y San Pedro Mártir, catedral de Barcelona, hasta mediados XIX; colección particular, 2022; donación de la Fundación Amigos del Museo del Prado / American Friends of the Prado Museu, 2022",0,Tabla,Temple,"Santa Marta, santo Domingo y san Pedro Mártir",https://www.museodelprado.es/coleccion/obra-de-arte/santa-marta-santo-domingo-y-san-pedro-martir/ce8b8e53-3f16-49cf-8b69-2f04268ea4b6
"62,4",56,"Atribuido a Peris Sarrià, Gonçal",0,0,0,1415 (tabla central),0,0,P008446,"Subastas Segre, Madrid; adquirida por el Estado y adscrita al Museo del Prado, 2022",0,Tabla,Dorado; Temple,La Virgen de la leche con san Bernardo y san Benito,https://www.museodelprado.es/coleccion/obra-de-arte/la-virgen-de-la-leche-con-san-bernardo-y-san/9c44dde7-229f-49ac-a60c-d6be765ee74e
532,618,"Rodríguez de Toledo, Juan",0,0,0,1415 - 1420,0,0,P001321,"Fue retablo en San Benito de Valladolid, que precedió al de Alonso de Berruguete (siglo XVI). Pasó a la iglesia parroquial de San Román de Hornija, Valladolid, hasta 1928. Adquirido para el Museo del Prado ese mismo año.","Retablo de la iglesia de San Román de la Hornija, Valladolid",Tabla de madera de pino,Temple,Retablo del arzobispo don Sancho de Rojas,https://www.museodelprado.es/coleccion/obra-de-arte/retablo-del-arzobispo-don-sancho-de-rojas/caa32b8f-0dc3-4e0f-ba92-236849ec5e5b
69,62,"Borrassà, Lluís",0,0,0,1419 - 1421,0,0,P002677,"Capilla de San Lorenzo de la catedral de Barcelona; Legado Pablo Bosch y Barrau, 1916.",0,Tabla,Técnica mixta,San Hipólito repone la pierna al boyero Pedro,https://www.museodelprado.es/coleccion/obra-de-arte/san-hipolito-repone-la-pierna-al-boyero-pedro/7c4ef1a6-50c1-41b9-8cbc-7fbe82a38d1f
76,70,Seguidor o Taller de Maestro de Flémalle,0,0,0,1420 - 1425,0,0,P001915,"Colección Real (Adquirida por Felipe II a Jacome Trezzo; Monasterio de El Escorial, Madrid, 1584; Oratorio de la enfermería, 1839)",0,Tabla de madera de roble,Óleo,La Anunciación,https://www.museodelprado.es/coleccion/obra-de-arte/la-anunciacion/52a6820f-892a-4796-b99e-d631ef17e96a
77,88,Maestro de Flémalle,0,0,0,1420 - 1430,0,0,P001887,"Colección Real (Real Monasterio de San Lorenzo, El Escorial, Madrid, capilla detrás de la silla prioral del coro, 1839)",0,Tabla de madera de roble,Grisalla; Óleo,Los Desposorios de la Virgen,https://www.museodelprado.es/coleccion/obra-de-arte/los-desposorios-de-la-virgen/6f303c39-3d03-4d48-8bb0-ffe162d017dd
87,59,"Angelico, Fra",0,0,0,Hacia 1426,0,0,P008233,"Carlos Miguel Fitz-James Struart y Silva, XIV duque de Alba, Florencia, 1817; Colección Casa de Alba, 1817- 2016; adquirido, con la colaboración de la Fundación Amigos del Museo del Prado, en 2016",0,Tabla,Temple,La Virgen de la granada,https://www.museodelprado.es/coleccion/obra-de-arte/la-virgen-de-la-granada/61b654df-1de2-483f-88bb-404f37747d4a
28,"189,3","Angelico, Fra",0,0,0,Hacia 1426,0,0,P000015/002,"Convento de Santo Domingo, Fiesole, 1425/28-1611; Mario Farnese, Roma, lo adquiere para obsequiar a Francisco Sandoval y Rojas V marqués de Denia y I duque de Lerma, pasó al monasterio de las Descalzas Reales, Madrid; Regalado al rey Francisco de Asís, Isabel II lo cede al Museo del Prado, 1861.",0,Tabla,Témpera,Escenas de la Vida de la Virgen,https://www.museodelprado.es/coleccion/obra-de-arte/escenas-de-la-vida-de-la-virgen/7da17107-db99-4819-b73c-f5cb0b26915a
"204,5",259,"Weyden, Rogier van der",0,0,0,Antes de 1443,0,0,P002825,"Capilla de Nuestra Señora Extramuros de Lovaina (Bélgica); adquirido por María de Hungría, para la capilla del Palacio de Binche; posteriormente enviado a España, a la capilla de El Pardo; Colección Real (Monasterio de El Escorial, 1574-1936); depositada en el Museo del Prado por la Junta de Incautación y Protección del Tesoro Artístico Nacional, 1936; por Decreto de 02-03-1943 quedó establecido su depósito en el Museo del Prado; depósito del Patrimonio Nacional perteneciente al Real Patronato del Monasterio de San Lorenzo de El Escorial",0,Tabla,Óleo,El Descendimiento,https://www.museodelprado.es/coleccion/obra-de-arte/el-descendimiento/856d822a-dd22-4425-bebd-920a1d416aa7
"190,3","191,5","Angelico, Fra",0,0,0,1425 - 1426,0,0,P000015,"Convento de Santo Domingo, Fiesole, 1425/28-1611; Mario Farnese, Roma, lo adquiere para obsequiar a Francisco Sandoval y Rojas V marqués de Denia y I duque de Lerma, pasó al monasterio de las Descalzas Reales, Madrid; Regalado al rey Francisco de Asís, Isabel II lo cede al Museo del Prado, 1861.",0,Tabla de madera de chopo,Témpera,La Anunciación,https://www.museodelprado.es/coleccion/obra-de-arte/la-anunciacion/9b02b6c9-3618-4a92-a6b7-26f9076fcb67
34,23,"Peris Sarrià, Gonçal",0,0,0,1425 - 1450,0,0,P002720,"Legado Pablo Bosch y Barrau, 1916",0,Tabla,Temple,El arcángel Gabriel,https://www.museodelprado.es/coleccion/obra-de-arte/el-arcangel-gabriel/f9508b1a-be12-4614-9443-f907e1bb2b8a
34,23,"Peris Sarrià, Gonçal",0,0,0,1425 - 1450,0,0,P002721,"Legado Pablo Bosch y Barrau, 1916",0,Tabla,Temple,La Virgen Anunciada,https://www.museodelprado.es/coleccion/obra-de-arte/la-virgen-anunciada/f603bcb1-50ab-4e35-b641-a6a761096084
100,"47,5","Mateu, Jaume",0,0,0,1425 - 1450,0,0,P007632,"Convento de San Pablo de los Dominicos, Palencia; Antonio Gorostiza, Bilbao; adquirido con fondos de la herencia de Manuel Villaescusa, 1992.","Retablo Santa Úrsula, Convento de San Pablo de los Dominicos, Palencia",Tabla,Temple,Bautismo de Conan en presencia de santa Úrsula y su padre,https://www.museodelprado.es/coleccion/obra-de-arte/bautismo-de-conan-en-presencia-de-santa-ursula-y/b1367ebc-65e2-4c30-b509-4e06b7a932d9
100,"44,5","Mateu, Jaume",0,0,0,1425 - 1450,0,0,P007633,"Convento de San Pablo de los Dominicos, Palencia; Antonio Gorostiza, Bilbao; adquirido con fondos de la herencia de Manuel Villaescusa, 1992.","Retablo Santa Úrsula, Convento de San Pablo de los Dominicos, Palencia",Tabla,Temple,Llegada a Inglaterra de santa Úrsula,https://www.museodelprado.es/coleccion/obra-de-arte/llegada-a-inglaterra-de-santa-ursula/5fd8f6c1-034d-4422-8090-8b5192152bae
"19,7","29,3","Angelico, Fra",0,0,0,1426 - 1430,0,0,P008234,"Colección Casa de Alba; donación Carlos Fitz-James Stuart y Martínez de Irujo, XIX Duque de Alba, 2016",0,Tabla de madera de chopo,Temple,Funeral de san Antonio Abad,https://www.museodelprado.es/coleccion/obra-de-arte/funeral-de-san-antonio-abad/1af1dc35-845c-43d3-b701-f5f9747e3113
56,155,"Ponte, Giovanni dal",0,0,0,Hacia 1435,0,0,P002844,"¿Colección Toscanelli, Pisa?; ¿col. príncipe de Villa Franca?; col. Joseph Spiridon, París, 1898-1929; col. Francisco de Asís Cambó i Batlle, 1929-1941. Donación Francisco de Asís Cambó i Batlle, 1941.",0,Tabla,Temple,Las Siete Artes Liberales,https://www.museodelprado.es/coleccion/obra-de-arte/las-siete-artes-liberales/89d9f351-fff6-4141-9efc-d5ea2951b488
100,52,"Weyden, Rogier van der",0,0,0,1435 - 1438,0,0,P002722,"Infante Luis de Borbón y Farnesio; María Luisa de Borbón y Vallabriga, duquesa de San Fernando de Quiroga; Joaquín José Melgarejo, I duque de San Fernando de Quiroga, hasta 1835; Carlota Luisa de Godoy y Borbón, XVI condesa de Chinchón y duquesa de Sueca; Adolfo Rúspoli y Godoy, duque de la Alcudia y duque de Sueca; Pedro Fernández Durán, 1899; legado Pedro Fernández Durán y Bernaldo de Quirós, 1931",0,Tabla de roble del Báltico,Óleo,La Virgen con el Niño (Madonna Durán),https://www.museodelprado.es/coleccion/obra-de-arte/la-virgen-con-el-nio-madonna-duran/71eaabd3-2232-449e-9e01-4f302ebbe3e0
366,280,Maestro de Torralba,0,0,0,1435 - 1440,0,0,P008121,"Zaragoza?, comarca de Calatayud?; colección Junyer, Barcelona, antes de 1971; colección Várez Fisa, Madrid; donación Familia Várez Fisa, 2013.",0,Tabla,Temple,Retablo de la Virgen,https://www.museodelprado.es/coleccion/obra-de-arte/retablo-de-la-virgen/8b3e5653-9268-407f-af5c-4042351854cf
344,160,Maestro de Arguis,0,0,0,Hacia 1440,0,0,P001332,"Argüis, Huesca, recogido por Paulino Savirón en 1869-71 para el Museo Arqueológico Nacional; ingresó en el Museo del Prado, por permuta, en 1920.","Retablo de la iglesia de San Miguel, en Argüis (Huesca)",Tabla,Temple,Retablo de la leyenda de san Miguel,https://www.museodelprado.es/coleccion/obra-de-arte/retablo-de-la-leyenda-de-san-miguel/83b9d84f-2347-4812-9a36-b1e70c7cee2a
78,134,Maestro de las Horas Collins,0,0,0,Hacia 1440,0,0,P002538,"Familia Corella, condes de Cocentaina, Valencia, s. XVI; Convento de monjas de la Encarnación, Valencia; adquirido a Eduardo Arévalo Carbó en 1931.",0,Tabla de roble del Báltico,Grisalla; Óleo,Tríptico con pasajes de la vida de Cristo y María,https://www.museodelprado.es/coleccion/obra-de-arte/triptico-con-pasajes-de-la-vida-de-cristo-y-maria/39740f98-336b-4d80-8120-bd6e0c4bd96f
"276,3",87,Maestro de Arguis,0,0,0,Hacia 1440,0,0,P001332/001,"Argüis, Huesca, recogido por Paulino Savirón en 1869-71 para el Museo Arqueológico Nacional; ingresó en el Museo del Prado, por permuta, en 1920.","Retablo de la iglesia de San Miguel, en Argüis (Huesca)",Tabla,Temple,Retablo de la leyenda de san Miguel (calle izquierda),https://www.museodelprado.es/coleccion/obra-de-arte/retablo-de-la-leyenda-de-san-miguel-calle/a4278165-c290-4217-a29d-3344b1ae48e8
276,"87,5",Maestro de Arguis,0,0,0,Hacia 1440,0,0,P001332/002,"Argüis, Huesca, recogido por Paulino Savirón en 1869-71 para el Museo Arqueológico Nacional; ingresó en el Museo del Prado, por permuta, en 1920.","Retablo de la iglesia de San Miguel, en Argüis (Huesca)",Tabla,Temple,Retablo de la leyenda de san Miguel (calle derecha),https://www.museodelprado.es/coleccion/obra-de-arte/retablo-de-la-leyenda-de-san-miguel-calle-derecha/55c70dd0-ee6b-472e-8764-890a57197dd1
"67,3","138,1",Maestro de Arguis,0,0,0,Hacia 1440,0,0,P001332/003,"Argüis, Huesca, recogido por Paulino Savirón en 1869-71 para el Museo Arqueológico Nacional; ingresó en el Museo del Prado, por permuta, en 1920.","Retablo de la iglesia de San Miguel, en Argüis (Huesca)",Tabla,Temple,"Predela: san Pablo, santa Catalina y san Lorenzo",https://www.museodelprado.es/coleccion/obra-de-arte/predela-san-pablo-santa-catalina-y-san-lorenzo/31a554d0-cc8c-49d6-a118-d9df375ac015
"67,3","137,5",Maestro de Arguis,0,0,0,Hacia 1440,0,0,P001332/004,"Argüis, Huesca, recogido por Paulino Savirón en 1869-71 para el Museo Arqueológico Nacional; ingresó en el Museo del Prado, por permuta, en 1920.","Retablo de la iglesia de San Miguel, en Argüis (Huesca)",Tabla,Temple,"Predela: san Vicente, santa Bárbara y san Pedro",https://www.museodelprado.es/coleccion/obra-de-arte/predela-san-vicente-santa-barbara-y-san-pedro/c4063da9-73fd-47a1-84f9-0c3ec96654f7
101,47,Seguidor de Maestro de Flémalle,0,0,0,1438,0,0,P001513,"Colección Real (Casita del Príncipe, El Escorial-Madrid, hasta antes de 1801, nº 257; Palacio de Aranjuez, Madrid, Pieza de vestir la Reyna, nº 257, 1818; Palacio de Aranjuez, Pieza de Ugieres de la Reyna, nº 257, 1827).",0,Tabla de roble del Báltico,Óleo,Enrique de Werl con san Juan Bautista,https://www.museodelprado.es/coleccion/obra-de-arte/enrique-de-werl-con-san-juan-bautista/28b9fdc8-467b-4528-8eba-de91581ccad5
101,47,Seguidor de Maestro de Flémalle,0,0,0,1438,0,0,P001514,"Colección Real (Casita del Príncipe, El Escorial-Madrid, hasta antes de 1801, nº 257)",0,Tabla de madera de roble,Óleo,Santa Bárbara,https://www.museodelprado.es/coleccion/obra-de-arte/saint-barbara/f21cfe3c-9f74-4b9c-bc10-f59d7a721d4d
181,119,"Taller de Eyck, Jan van",0,0,0,1440 - 1450,0,0,P001511,"Segovia, Monasterio de Santa María del Parral, de monjes jerónimos, sacristía, hasta 1838; Real Academia de Bellas Artes de San Fernando, 1838-1845; Museo de la Trinidad, 1845-1874",0,Tabla,Óleo,La Fuente de la Gracia,https://www.museodelprado.es/coleccion/obra-de-arte/la-fuente-de-la-gracia/f578c5af-b1d6-4ef8-aaa3-ae05a6dd2393
"46,8","34,5","Taller de Weyden, Rogier van der",0,0,0,1440 - 1450,0,0,P002540,"Adquisición a los herederos de María Cristina Brunetti Gayoso de los Cobos (1831-1914), duquesa de Mandas y Villanueva, y su esposo, Fermín Lasala (1832-1918), duque consorte, 1925.",0,Tabla de roble del Báltico,Óleo,La Piedad con donante,https://www.museodelprado.es/coleccion/obra-de-arte/la-piedad-con-donante/cd093d63-f134-497a-b15b-3fb787f1f7ec
"136,5",152,Maestro Felipe (antes Maestro del Tríptico del Zarzoso),0,0,0,1443 - 1448,0,0,P008184,"Monasterio Porta Coeli, El Zarzoso, (El Cabaco, Salamanca), de monjas terciarias franciscanas, desde fecha no determinada; ingresó en la Colección Várez Fisa, poco antes de 1970; en depósito en el Museo del Prado desde diciembre de 2013; adquirido a la Colección Várez Fisa por el Museo del Prado, en parte con fondos de la herencia de Manuel Villaescusa, Madrid, 2014",0,Tabla,Temple,Tríptico del Nacimiento de Jesús,https://www.museodelprado.es/coleccion/obra-de-arte/triptico-del-nacimiento-de-jesus/ae5ee635-aa13-4609-af42-3ae9febb6980
195,172,Maestro de la Redención del Prado,0,0,0,Hacia 1450,0,0,P001888,"Madrid, Convento Real de Santa María de los Ángeles, de franciscanas clarisas (donación de Leonor de Mascareñas), 1564-1835; Museo de la Trinidad, 1835-1874.",Tríptico de la Redención,Tabla de roble del Báltico,Óleo,Tríptico de la Redención: la Crucifixión,https://www.museodelprado.es/coleccion/obra-de-arte/triptico-de-la-redencion-la-crucifixion/06c4c300-1fa8-48d7-b63b-047c64882626
195,77,Maestro de la Redención del Prado,0,0,0,Hacia 1450,0,0,P001889,"Madrid, Convento Real de Santa María de los Ángeles, de franciscanas clarisas (donación de Leonor de Mascareñas), 1564-1835; Museo de la Trinidad, 1835-1874.",Tríptico de la Redención,Tabla de roble del Báltico,Óleo,Tríptico de la Redención: Adán y Eva expulsados del Paraíso,https://www.museodelprado.es/coleccion/obra-de-arte/triptico-de-la-redencion-adan-y-eva-expulsados/340227fe-b880-4cae-8544-de902d02a4b0
195,77,Maestro de la Redención del Prado,0,0,0,Hacia 1450,0,0,P001890,"Madrid, Convento Real de Santa María de los Ángeles, de franciscanas clarisas (donación de Leonor de Mascareñas), 1564-1835; Museo de la Trinidad, 1835-1874.",Tríptico de la Redención,Tabla de roble del Báltico,Grisalla; Óleo,Tríptico de la Redención: la moneda del César (Jesús y un apóstol),https://www.museodelprado.es/coleccion/obra-de-arte/triptico-de-la-redencion-la-moneda-del-cesar/f3697350-6730-4018-b070-560a59d3ca0b
195,77,Maestro de la Redención del Prado,0,0,0,Hacia 1450,0,0,P001891,"Madrid, Convento Real de Santa María de los Ángeles, de franciscanas clarisas (donación de Leonor de Mascareñas), 1564-1835; Museo de la Trinidad, 1835-1874.",Tríptico de la Redención,Tabla de roble del Báltico,Óleo,Tríptico de la Redención: el Juicio Final,https://www.museodelprado.es/coleccion/obra-de-arte/triptico-de-la-redencion-el-juicio-final/5dec2206-49ea-43e8-9852-bc4caad4f80c
195,77,Maestro de la Redención del Prado,0,0,0,Hacia 1450,0,0,P001892,"Madrid, Convento Real de Santa María de los Ángeles, de franciscanas clarisas (donación de Leonor de Mascareñas), 1564-1835; Museo de la Trinidad, 1835-1874.",Tríptico de la Redención,Tabla de roble del Báltico,Grisalla; Óleo,Tríptico de la Redención: la moneda del César,https://www.museodelprado.es/coleccion/obra-de-arte/triptico-de-la-redencion-la-moneda-del-cesar/6f57cd8e-e0cd-409a-9002-100029c70481
97,86,Maestro de Velilla de Jiloca,0,0,0,Hacia 1450,0,0,P002666,"Legado Pablo Bosch y Barrau, 1916",0,Tabla,Técnica mixta,La Trinidad rodeada de ángeles,https://www.museodelprado.es/coleccion/obra-de-arte/la-trinidad-rodeada-de-angeles/790b750a-6d31-439b-abb1-db96f21d8ff2
130,64,"Círculo de Reixach, Joan",0,0,0,Hacia 1450,0,0,P007771,"Colección March, Mallorca; Christie's Madrid; adquirido por el Estado, 2001",0,Tabla,Dorado; Óleo,San Jerónimo con el modelo de una iglesia,https://www.museodelprado.es/coleccion/obra-de-arte/san-jeronimo-con-el-modelo-de-una-iglesia/2bb58efb-bbd0-4f1e-b973-4f9fcdca93e2
105,"59,5",Maestro de Villalobos,0,0,0,Hacia 1450,0,0,P008381,"Colección Duquesa de Parcent; Colección Hohenlohe, El Quexigal, hasta 1979; legado al Museo por Hans Rudolf Gerstenmaier, 2021",0,Tabla,Óleo,El profeta Isaías,https://www.museodelprado.es/coleccion/obra-de-arte/el-profeta-isaias/03b38f98-1981-40ea-be8b-1f723fc647e0
"640,5","564,5","Francés, Nicolás",0,0,0,1445 - 1460,0,0,P002545,"Capilla de Esteva de las Delicias, La Bañeza (León); Ignacio Martínez lo vendió al Museo en 1932.","Retablo capilla de la granja del marquesado de Esteva de las Delicias, La Bañeza, León",Tabla,Óleo; Temple,Retablo de la vida de la Virgen y de san Francisco,https://www.museodelprado.es/coleccion/obra-de-arte/retablo-de-la-vida-de-la-virgen-y-de-san-francisco/84f4be5c-201b-49dc-a5ac-dbbf598aa96e
130,190,"Francés, Nicolás",0,0,0,1445 - 1460,0,0,P002545/002,"Capilla de Esteva de las Delicias, La Bañeza (León); Ignacio Martínez lo vendió al Museo en 1932.","Retablo capilla de la granja del marquesado de Esteva de las Delicias, La Bañeza, León",Tabla,Óleo; Temple,El Calvario. Retablo de la vida de la Virgen y de san Francisco,https://www.museodelprado.es/coleccion/obra-de-arte/el-calvario-retablo-de-la-vida-de-la-virgen-y-de/e021063b-de2b-404a-8f5c-3ad0f704bb89
91,64,"Reixach, Joan",0,0,0,1450 - 1460,0,0,P008122,"Colección Várez Fisa, Madrid, antes de 1996; donación Familia Várez Fisa, 2013.",0,Tabla,Temple,San Antonio Abad,https://www.museodelprado.es/coleccion/obra-de-arte/san-antonio-abad/5d65ff77-87b4-44fa-8da0-dad1415763c1
186,175,Maestro de Lupiana,0,0,0,1450 - 1460,0,0,P007157,"Iglesia de Yebes, Guadalajara; incautado por Junta de Incautación y Protección del Tesoro Artístico 14/04/1938; Museo del Prado, 05/05/1938",Obras incautadas. Un proceso abierto,Tabla pasada a lienzo,Temple,Cristo ante Pilatos,https://www.museodelprado.es/coleccion/obra-de-arte/cristo-ante-pilatos/d28cde19-ad29-4aea-b7b8-153479b8efc2
250,84,Anónimo,0,0,0,1450 - 1500,0,0,P002671,"Legado Pablo Bosch y Barrau, 1916",0,Tabla,Técnica mixta,Martirio de san Vicente (II),https://www.museodelprado.es/coleccion/obra-de-arte/martirio-de-san-vicente-ii/cb6336dc-9ded-4428-9426-1119684568a3
250,84,Anónimo,0,0,0,1450 - 1500,0,0,P002670,"Legado Pablo Bosch y Barrau, 1916",0,Tabla,Técnica mixta,Martirio de san Vicente (I),https://www.museodelprado.es/coleccion/obra-de-arte/martirio-de-san-vicente-i/fde570ff-4efa-4112-aaec-1d9618b5feb0
208,167,Maestro de la Leyenda de Santa Lucía,0,0,0,Antes de 1471,0,0,P007023,"Adquirido a Arcadio Torres Marín, Palencia, 1985",0,Sarga,Temple,La Anunciación y la Visitación,https://www.museodelprado.es/coleccion/obra-de-arte/la-anunciacion-y-la-visitacion/08c151f0-b5d1-4080-9384-1823e5a0bf8c
96,57,"Berruguete, Pedro",0,0,0,Segunda mitad del siglo XV,0,0,P003109,"Colección Yakichiro Suma, hasta 1962; adquirido por la Junta de Exportación en 1962; asignado al Museo Nacional del Prado en 1965.",0,Tabla,Óleo,Resurrección de Cristo,https://www.museodelprado.es/coleccion/obra-de-arte/resurreccion-de-cristo/fdaef229-fd9b-4280-90f6-d422f3304037
86,60,Anónimo,0,0,0,Segunda mitad del siglo XV,0,0,P002673,"Legado Pablo Bosch y Barrau, 1916",0,Tabla,Temple,Martirio de san Sebastián,https://www.museodelprado.es/coleccion/obra-de-arte/martirio-de-san-sebastian/2f7eef0c-9172-48db-808f-3d66b3978736
86,60,Anónimo,0,0,0,Segunda mitad del siglo XV,0,0,P002674,"Legado Pablo Bosch y Barrau, 1916",0,Tabla,Temple,Santa Irene arranca las flechas a san Sebastián,https://www.museodelprado.es/coleccion/obra-de-arte/santa-irene-arranca-las-flechas-a-san-sebastian/73bb6ba3-4fbe-4e77-b191-40ce8bd97cd1
30,26,Maestro de San Jorge y la princesa,0,0,0,1455 - 1460,0,0,P002683,"Legado Pablo Bosch y Barrau, 1916",0,Tabla,Técnica mixta,San Daniel,https://www.museodelprado.es/coleccion/obra-de-arte/san-daniel/9a0ecb85-6bee-4488-ab9d-975b33521723
